pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
60,Poliwag,Quapsel,ニョロモ (Nyoromo),1,Normal,Tadpole Pokémon,Water,,0.6,12.4,Water Absorb,Damp,Swift Swim,40,50,40,40,40,90,255.0,70.0,60.0,Medium Slow,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
61,Poliwhirl,Quaputzi,ニョロゾ (Nyorozo),1,Normal,Tadpole Pokémon,Water,,1.0,20.0,Water Absorb,Damp,Swift Swim,65,65,65,50,50,90,120.0,70.0,135.0,Medium Slow,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
62,Poliwrath,Quappo,ニョロボン (Nyorobon),1,Normal,Tadpole Pokémon,Water,Fighting,1.3,54.0,Water Absorb,Damp,Swift Swim,90,95,95,70,90,70,45.0,70.0,230.0,Medium Slow,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
63,Abra,Abra,ケーシィ (Casey),1,Normal,Psi Pokémon,Psychic,,0.9,19.5,Synchronize,Inner Focus,Magic Guard,25,20,15,105,55,90,200.0,70.0,62.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
64,Kadabra,Kadabra,ユンゲラー (Yungerer),1,Normal,Psi Pokémon,Psychic,,1.3,56.5,Synchronize,Inner Focus,Magic Guard,40,35,30,120,70,105,100.0,70.0,140.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
65,Alakazam,Simsala,フーディン (Foodin),1,Normal,Psi Pokémon,Psychic,,1.5,48.0,Synchronize,Inner Focus,Magic Guard,55,50,45,135,95,120,50.0,70.0,225.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
65,Mega Alakazam,Simsala,フーディン (Foodin),1,Normal,Psi Pokémon,Psychic,,1.2,48.0,Trace,,,55,50,65,175,105,150,50.0,70.0,270.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
66,Machop,Machollo,ワンリキー (Wanriky),1,Normal,Superpower Pokémon,Fighting,,0.8,19.5,Guts,No Guard,Steadfast,70,80,50,35,35,35,180.0,70.0,61.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
67,Machoke,Maschock,ゴーリキー (Goriky),1,Normal,Superpower Pokémon,Fighting,,1.5,70.5,Guts,No Guard,Steadfast,80,100,70,50,60,45,90.0,70.0,142.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
68,Machamp,Machomei,カイリキー (Kairiky),1,Normal,Superpower Pokémon,Fighting,,1.6,130.0,Guts,No Guard,Steadfast,90,130,80,65,85,55,45.0,70.0,227.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
69,Bellsprout,Knofensa,マダツボミ (Madatsubomi),1,Normal,Flower Pokémon,Grass,Poison,0.7,4.0,Chlorophyll,,Gluttony,50,75,35,70,30,40,255.0,70.0,60.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
70,Weepinbell,Ultrigaria,ウツドン (Utsudon),1,Normal,Flycatcher Pokémon,Grass,Poison,1.0,6.4,Chlorophyll,,Gluttony,65,90,50,85,45,55,120.0,70.0,137.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
71,Victreebel,Sarzenia,ウツボット (Utsubot),1,Normal,Flycatcher Pokémon,Grass,Poison,1.7,15.5,Chlorophyll,,Gluttony,80,105,65,100,70,70,45.0,70.0,221.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
72,Tentacool,Tentacha,メノクラゲ (Menokurage),1,Normal,Jellyfish Pokémon,Water,Poison,0.9,45.5,Clear Body,Liquid Ooze,Rain Dish,40,40,35,50,100,70,190.0,70.0,67.0,Slow,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),1,Normal,Jellyfish Pokémon,Water,Poison,1.6,55.0,Clear Body,Liquid Ooze,Rain Dish,80,70,65,80,120,100,60.0,70.0,180.0,Slow,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
74,Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock Pokémon,Rock,Ground,0.4,20.0,Rock Head,Sturdy,Sand Veil,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
74,Alolan Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock Pokémon,Rock,Electric,0.4,20.3,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,Graveler,Georok,ゴローン (Golone),1,Normal,Rock Pokémon,Rock,Ground,1.0,105.0,Rock Head,Sturdy,Sand Veil,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
75,Alolan Graveler,Georok,ゴローン (Golone),1,Normal,Rock Pokémon,Rock,Electric,1.0,110.0,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Megaton Pokémon,Rock,Ground,1.4,300.0,Rock Head,Sturdy,Sand Veil,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
76,Alolan Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Megaton Pokémon,Rock,Electric,1.7,316.0,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Fire Horse Pokémon,Fire,,1.0,30.0,Run Away,Flash Fire,Flame Body,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
77,Galarian Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Unique Horn Pokémon,Psychic,,0.8,24.0,Run Away,Pastel Veil,Anticipation,50,85,55,65,65,90,,,,Medium Fast,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Fire Horse Pokémon,Fire,,1.7,95.0,Run Away,Flash Fire,Flame Body,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,Galarian Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Unique Horn Pokémon,Psychic,Fairy,1.7,80.0,Run Away,Pastel Veil,Anticipation,65,100,70,80,80,105,,,,Medium Fast,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
79,Slowpoke,Flegmon,ヤドン (Yadon),1,Normal,Dopey Pokémon,Water,Psychic,1.2,36.0,Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
79,Galarian Slowpoke,Flegmon,ヤドン (Yadon),8,Normal,Dopey Pokémon,Psychic,,1.2,36.0,Gluttony,Own Tempo,Regenerator,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
80,Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Hermit Crab Pokémon,Water,Psychic,1.6,78.5,Oblivious,Own Tempo,Regenerator,95,75,110,100,80,30,75.0,70.0,172.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
80,Mega Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Hermit Crab Pokémon,Water,Psychic,2.0,120.0,Shell Armor,,,95,75,180,130,80,30,75.0,70.0,207.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
80,Galarian Slowbro,Lahmus,ヤドラン (Yadoran),8,Normal,Hermit Crab Pokémon,Poison,Psychic,1.6,70.5,Quick Draw,Own Tempo,Regenerator,95,100,95,100,70,30,75.0,70.0,,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
81,Magnemite,Magnetilo,コイル (Coil),1,Normal,Magnet Pokémon,Electric,Steel,0.3,6.0,Magnet Pull,Sturdy,Analytic,25,35,70,95,55,45,190.0,70.0,65.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
82,Magneton,Magneton,レアコイル (Rarecoil),1,Normal,Magnet Pokémon,Electric,Steel,1.0,60.0,Magnet Pull,Sturdy,Analytic,50,60,95,120,70,70,60.0,70.0,163.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
83,Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Wild Duck Pokémon,Normal,Flying,0.8,15.0,Keen Eye,Inner Focus,Defiant,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
83,Galarian Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Wild Duck Pokémon,Fighting,,0.8,42.0,Steadfast,,Scrappy,52,95,55,58,62,55,,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
84,Doduo,Dodu,ドードー (Dodo),1,Normal,Twin Bird Pokémon,Normal,Flying,1.4,39.2,Run Away,Early Bird,Tangled Feet,35,85,45,35,35,75,190.0,70.0,62.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
85,Dodrio,Dodri,ドードリオ (Dodorio),1,Normal,Triple Bird Pokémon,Normal,Flying,1.8,85.2,Run Away,Early Bird,Tangled Feet,60,110,70,60,60,110,45.0,70.0,165.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
86,Seel,Jurob,パウワウ (Pawou),1,Normal,Sea Lion Pokémon,Water,,1.1,90.0,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,190.0,70.0,65.0,Medium Fast,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
87,Dewgong,Jugong,ジュゴン (Jugon),1,Normal,Sea Lion Pokémon,Water,Ice,1.7,120.0,Thick Fat,Hydration,Ice Body,90,70,80,70,95,70,75.0,70.0,166.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
88,Grimer,Sleima,ベトベター (Betbeter),1,Normal,Sludge Pokémon,Poison,,0.9,30.0,Stench,Sticky Hold,Poison Touch,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
88,Alolan Grimer,Sleima,ベトベター (Betbeter),1,Normal,Sludge Pokémon,Poison,Dark,0.7,42.0,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
89,Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Sludge Pokémon,Poison,,1.2,30.0,Stench,Sticky Hold,Poison Touch,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
89,Alolan Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Sludge Pokémon,Poison,Dark,1.0,52.0,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
90,Shellder,Muschas,シェルダー (Shellder),1,Normal,Bivalve Pokémon,Water,,0.3,4.0,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,190.0,70.0,61.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
91,Cloyster,Austos,パルシェン (Parshen),1,Normal,Bivalve Pokémon,Water,Ice,1.5,132.5,Shell Armor,Skill Link,Overcoat,50,95,180,85,45,70,60.0,70.0,184.0,Slow,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
92,Gastly,Nebulak,ゴース (Ghos),1,Normal,Gas Pokémon,Ghost,Poison,1.3,0.1,Levitate,,,30,35,30,100,35,80,190.0,70.0,62.0,Medium Slow,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
93,Haunter,Alpollo,ゴースト (Ghost),1,Normal,Gas Pokémon,Ghost,Poison,1.6,0.1,Levitate,,,45,50,45,115,55,95,90.0,70.0,142.0,Medium Slow,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
94,Gengar,Gengar,ゲンガー (Gangar),1,Normal,Shadow Pokémon,Ghost,Poison,1.5,40.5,Cursed Body,,,60,65,60,130,75,110,45.0,70.0,225.0,Medium Slow,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
94,Mega Gengar,Gengar,ゲンガー (Gangar),1,Normal,Shadow Pokémon,Ghost,Poison,1.4,40.5,Shadow Tag,,,60,65,80,170,95,130,45.0,70.0,270.0,Medium Slow,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
95,Onix,Onix,イワーク (Iwark),1,Normal,Rock Snake Pokémon,Rock,Ground,8.8,210.0,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,45.0,70.0,77.0,Medium Fast,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,Drowzee,Traumato,スリープ (Sleepe),1,Normal,Hypnosis Pokémon,Psychic,,1.0,32.4,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,190.0,70.0,66.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
97,Hypno,Hypno,スリーパー (Sleeper),1,Normal,Hypnosis Pokémon,Psychic,,1.6,75.6,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,75.0,70.0,169.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
98,Krabby,Krabby,クラブ (Crab),1,Normal,River Crab Pokémon,Water,,0.4,6.5,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,225.0,70.0,65.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
99,Kingler,Kingler,キングラー (Kingler),1,Normal,Pincer Pokémon,Water,,1.3,60.0,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,60.0,70.0,166.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
100,Voltorb,Voltobal,ビリリダマ (Biriridama),1,Normal,Ball Pokémon,Electric,,0.5,10.4,Soundproof,Static,Aftermath,40,30,50,55,55,100,190.0,70.0,66.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
101,Electrode,Lektrobal,マルマイン (Marumine),1,Normal,Ball Pokémon,Electric,,1.2,66.6,Soundproof,Static,Aftermath,60,50,70,80,80,150,60.0,70.0,172.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
102,Exeggcute,Owei,タマタマ (Tamatama),1,Normal,Egg Pokémon,Grass,Psychic,0.4,2.5,Chlorophyll,,Harvest,60,40,80,60,45,40,90.0,70.0,65.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
103,Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Coconut Pokémon,Grass,Psychic,2.0,120.0,Chlorophyll,,Harvest,95,95,85,125,75,55,45.0,70.0,186.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
103,Alolan Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Coconut Pokémon,Grass,Dragon,10.9,415.6,Frisk,,Harvest,95,105,85,125,75,45,45.0,70.0,186.0,Slow,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
104,Cubone,Tragosso,カラカラ (Karakara),1,Normal,Lonely Pokémon,Ground,,0.4,6.5,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,190.0,70.0,64.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
105,Marowak,Knogga,ガラガラ (Garagara),1,Normal,Bone Keeper Pokémon,Ground,,1.0,45.0,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
105,Alolan Marowak,Knogga,ガラガラ (Garagara),1,Normal,Bone Keeper Pokémon,Fire,Ghost,1.0,34.0,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
106,Hitmonlee,Kicklee,サワムラー (Sawamular),1,Normal,Kicking Pokémon,Fighting,,1.5,49.8,Limber,Reckless,Unburden,50,120,53,35,110,87,45.0,70.0,159.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
107,Hitmonchan,Nockchan,エビワラー (Ebiwalar),1,Normal,Punching Pokémon,Fighting,,1.4,50.2,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,45.0,70.0,159.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
108,Lickitung,Schlurp,ベロリンガ (Beroringa),1,Normal,Licking Pokémon,Normal,,1.2,65.5,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,45.0,70.0,77.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
109,Koffing,Smogon,ドガース (Dogars),1,Normal,Poison Gas Pokémon,Poison,,0.6,1.0,Levitate,Neutralizing Gas,Stench,40,65,95,60,45,35,190.0,70.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
110,Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison Gas Pokémon,Poison,,1.2,9.5,Levitate,Neutralizing Gas,Stench,65,90,120,85,70,60,60.0,70.0,172.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
110,Galarian Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison Gas Pokémon,Poison,Fairy,3.0,16.0,Levitate,Neutralizing Gas,Misty Surge,65,90,120,85,70,60,,,,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
111,Rhyhorn,Rihorn,サイホーン (Sihorn),1,Normal,Spikes Pokémon,Ground,Rock,1.0,115.0,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,120.0,70.0,69.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
112,Rhydon,Rizeros,サイドン (Sidon),1,Normal,Drill Pokémon,Ground,Rock,1.9,120.0,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,60.0,70.0,170.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
113,Chansey,Chaneira,ラッキー (Lucky),1,Normal,Egg Pokémon,Normal,,1.1,34.6,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,30.0,140.0,395.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
114,Tangela,Tangela,モンジャラ (Monjara),1,Normal,Vine Pokémon,Grass,,1.0,35.0,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,45.0,70.0,87.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
115,Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Parent Pokémon,Normal,,2.2,80.0,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,45.0,70.0,172.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
115,Mega Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Parent Pokémon,Normal,,2.2,100.0,Parental Bond,,,105,125,100,60,100,100,45.0,70.0,207.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
116,Horsea,Seeper,タッツー (Tattu),1,Normal,Dragon Pokémon,Water,,0.4,8.0,Swift Swim,Sniper,Damp,30,40,70,70,25,60,225.0,70.0,59.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
117,Seadra,Seemon,シードラ (Seadra),1,Normal,Dragon Pokémon,Water,,1.2,25.0,Poison Point,Sniper,Damp,55,65,95,95,45,85,75.0,70.0,154.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
118,Goldeen,Goldini,トサキント (Tosakinto),1,Normal,Goldfish Pokémon,Water,,0.6,15.0,Swift Swim,Water Veil,Lightning Rod,45,67,60,35,50,63,225.0,70.0,64.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
119,Seaking,Golking,アズマオウ (Azumao),1,Normal,Goldfish Pokémon,Water,,1.3,39.0,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,60.0,70.0,158.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
120,Staryu,Sterndu,ヒトデマン (Hitodeman),1,Normal,Star Shape Pokémon,Water,,0.8,34.5,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,225.0,70.0,68.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
